,term,weight
244,children,0.0024012253491006693
245,chines,0.012006126745503345
246,choic,0.002219594920528287
247,choos,0.0016872742170661928
248,cia,0.0031823552505748855
249,cipher,0.0024288661613840017
250,circumst,0.0018265974932278
251,citi,0.0018594029161901574
252,class,0.005492635750315001
253,classes,0.001399716237746947
254,classic,0.0024489944901713284
255,classif,0.004818298467843543
256,classification,0.001671458313794961
257,classroom,0.005533368175425449
258,classrooms,0.001942442807329956
259,clear,0.0022005732065712835
260,client,0.005573619834444642
261,close,0.003008098303758642
262,closures,0.0018301106971463307
263,cloud,0.010324535760254034
264,cluster,0.002109591817721186
265,coastal,0.0018594029161901574
266,code,0.0015074645314104927
267,cognit,0.003933927790618954
268,cohen,0.0013634757860846686
269,collabor,0.0028479494046541615
270,collaboration,0.004077934484131328
271,collapse,0.0012905669700317543
272,collect,0.015249366957684233
273,collected,0.0012006126745503346
274,collection,0.001071797419626948
275,combin,0.0033582841358674115
276,comic,0.008105913749043136
277,commerce,0.002575316311600844
278,commit,0.002671045849323404
279,common,0.005007144509771746
280,communic,0.01096159256099633
281,communicate,0.0016380187331701379
282,communication,0.0029045171715655948
283,communiti,0.002820017165383812
284,compar,0.007170938174044193
285,comparison,0.003429572665706252
286,compet,0.0034844969343850287
287,competit,0.0024489944901713284
288,complement,0.0024489944901713284
289,complet,0.0076034241894477215
290,complex,0.006616136652229029
291,compon,0.001671458313794961
292,components,0.002143594839253896
293,composit,0.0025811339400635086
294,comprehens,0.0012380046455920223
295,compulsori,0.0011866362709169395
296,comput,0.010244678964195734
297,computer,0.002291478692065184
298,computers,0.0012006126745503346
299,computerâ,0.002694202699540165
300,concept,0.01053525362359638
301,conceptu,0.004668819228066496
302,concern,0.006332247384738121
303,conclud,0.0030783494168804522
304,concluded,0.0015074645314104927
305,conclus,0.0034311518658257335
306,concret,0.0018594029161901574
307,condit,0.001071797419626948
308,conduct,0.007742160283332066
309,confidenti,0.0015402894403827327
310,confirm,0.0017155759329128667
311,confus,0.0033949906020009917
312,connect,0.005441087541834682
313,connections,0.0015402894403827327
314,consid,0.005895519032571609
315,consider,0.0026484419432650087
316,consist,0.011531957452556394
317,consolid,0.0017155759329128667
318,constant,0.0034935505138886966
319,constraint,0.0015911776252874427
320,construct,0.008932364440176825
321,construction,0.002143594839253896
322,constructs,0.0016872742170661928
323,consuming,0.0017659486880005112
324,consumpt,0.006772951280024613
325,consumption,0.004914056199510414
326,contain,0.0020197204254077832
327,contemporari,0.0020197204254077832
328,content,0.019847816847359246
329,contents,0.00263195235237224
330,context,0.007472245216226343
331,contexts,0.0009082563999608328
332,continu,0.0018301106971463307
333,contrast,0.0018301106971463307
334,contribut,0.008663319905773598
335,control,0.016662995495440595
336,convent,0.0035798006597768045
337,conversationâ,0.002820017165383812
338,convert,0.0017155759329128667
339,convey,0.0009082563999608328
340,cope,0.0036602213942926614
341,copi,0.0020197204254077832
342,core,0.002709850424850391
343,corona,0.0018265974932278
344,correct,0.0037270029207242474
345,correlation,0.0018301106971463307
346,correspond,0.0035318973760010224
347,cost,0.006726082228033232
348,counterparts,0.0009082563999608328
349,coupl,0.0009082563999608328
350,cours,0.023908351709480843
351,course,0.007694279380970635
352,courses,0.010093435220862753
353,covid,0.012859545372037038
354,creat,0.009590719552513283
355,create,0.0020197204254077832
356,creativ,0.0058802347190600734
357,crisp,0.001671458313794961
358,criteria,0.0036974897709778423
359,criterion,0.0012905669700317543
360,critic,0.0028018998119861828
361,cross,0.001671458313794961
362,cryptograph,0.0024288661613840017
363,csp,0.0025811339400635086
364,csps,0.0012905669700317543
365,cta,0.006723760212064316
366,culture,0.0012380046455920223
367,current,0.012605947937653262
368,curv,0.0013634757860846686
369,custom,0.003008098303758642
370,cyber,0.0015911776252874427
371,cybercriminal,0.0021694447720089125
372,cybersecur,0.004338889544017825
373,cycl,0.001071797419626948
374,daili,0.006312976732954498
375,danger,0.002694202699540165
376,data,0.02858900478247324
377,databas,0.005946730438755193
378,date,0.00263195235237224
379,day,0.003899933828346598
380,decis,0.004912979364731328
381,decision,0.0018301106971463307
382,declar,0.0017155759329128667
383,declin,0.001399716237746947
384,decreas,0.0012905669700317543
385,deep,0.0017155759329128667
386,defin,0.004201677014426112
387,definit,0.005640034330767624
388,degrad,0.0012905669700317543
389,degre,0.0041024986656664165
390,deliber,0.002694202699540165
391,deliv,0.0024497751144782914
392,deliveri,0.003595244995644467
393,delivery,0.004077934484131328
394,delphi,0.001071797419626948
395,demand,0.002026478437260784
396,demands,0.0012905669700317543
397,demograph,0.0017155759329128667
398,demonstr,0.007172296507480325
399,demotiv,0.0018301106971463307
400,depart,0.0013634757860846686
401,depend,0.004525490491439109
402,deploy,0.0032760374663402757
403,depok,0.002109591817721186
404,describ,0.006831060783113348
405,described,0.005907056539521824
406,descript,0.004344182405788786
407,design,0.019541989849310035
408,designed,0.002694202699540165
409,desir,0.0036602213942926614
410,despit,0.0009082563999608328
411,details,0.0015402894403827327
412,detect,0.004401146413142567
413,determin,0.008235444479921868
414,determined,0.0015074645314104927
415,develop,0.039105490077734624
416,developed,0.004802159932593714
417,development,0.004895420214653829
418,deviat,0.0033523895455245725
419,devic,0.0234460358799033
420,device,0.0017659486880005112
421,devices,0.010733236833450448
422,devot,0.0034935505138886966
423,did,0.0034311518658257335
424,didnâ,0.002842581620944405
425,differ,0.012524942512334672
426,differenti,0.0020197204254077832
427,difficult,0.005112951624260809
428,difficulti,0.0037567867127233923
429,difficulties,0.0018594029161901574
430,digit,0.01045604624784641
431,dimens,0.005419658865353038
432,dimensions,0.0020756526672634688
433,direct,0.0036013317137073707
434,disadvantag,0.0012006126745503346
435,discov,0.002109591817721186
436,discuss,0.005389034618572482
437,diseas,0.0018265974932278
438,display,0.0019822434795850642
439,disrupt,0.0018265974932278
440,dissemin,0.00263195235237224
441,distanc,0.019498806079054395
442,distinct,0.002820017165383812
443,distractions,0.003899933828346598
444,distribut,0.0019485837543622676
445,district,0.0015074645314104927
446,div,0.0017155759329128667
447,diversifi,0.0021694447720089125
448,dm,0.001671458313794961
449,document,0.005150632623201688
450,drawn,0.0017155759329128667
451,drive,0.0017578873740713278
452,drop,0.003342916627589922
453,dure,0.01296652816774219
454,eas,0.003884885614659912
455,easi,0.0064168938175382766
456,easili,0.0065599633274271915
457,economi,0.0021694447720089125
458,edit,0.002291478692065184
459,edm,0.0013634757860846686
460,educ,0.035406065548742774
461,education,0.014705129236204418
462,educational,0.0015402894403827327
463,educators,0.001399716237746947
464,effect,0.01987738912030147
465,effective,0.0021654699552096372
466,effects,0.0016872742170661928
467,effici,0.01007435019058082
468,efficient,0.0021654699552096372
469,effort,0.0039316507786305716
470,effortless,0.002291478692065184
471,electr,0.002575316311600844
472,electron,0.006255972540423649
473,element,0.014561829698450933
474,elementari,0.00754503030431914
475,emb,0.0024684693676804074
476,embark,0.0021694447720089125
477,embed,0.00417280934016492
478,emerg,0.005520474679073857
479,employ,0.007430100777760397
480,emul,0.0017659486880005112
481,enabl,0.010600583772673026
482,encount,0.0015402894403827327
483,encrypt,0.0024288661613840017
484,end,0.0024489944901713284
485,endless,0.0011866362709169395
486,energi,0.008254279797075883
487,energy,0.0015911776252874427
488,engag,0.002694202699540165
489,engin,0.0024684693676804074
490,english,0.0034935505138886966
491,enhanc,0.004577107105884685
492,enhancement,0.0018301106971463307
493,enrich,0.002026478437260784
494,enrol,0.004416358788650569
495,ensur,0.0038615125748633914
496,entir,0.001071797419626948
497,entiti,0.0024288661613840017
498,entri,0.003718805832380315
499,environ,0.009949459400034133
500,environment,0.00510859664118371
501,environments,0.0037241045945416744
502,epoch,0.002842581620944405
503,equip,0.004411252410628367
504,errors,0.002694202699540165
505,especi,0.01003430433416654
506,essenti,0.004914056199510414
507,establish,0.0016380187331701379
508,estim,0.0020756526672634688
509,ethnicity,0.0017816959143628283
510,evalu,0.018836785410733765
511,evaluating,0.0009082563999608328
512,evaluation,0.0021654699552096372
513,everi,0.001399716237746947
514,evolut,0.004406108546597527
515,exacerb,0.0015402894403827327
516,exagger,0.002694202699540165
517,examin,0.006258024063460784
518,examined,0.0015074645314104927
519,exampl,0.003899933828346598
520,examples,0.001671458313794961
521,exams,0.001399716237746947
522,exchang,0.0015402894403827327
523,exercis,0.003508052692381137
524,exhaust,0.0012905669700317543
525,exist,0.00673449707371447
526,expect,0.0033127299568566785
527,experi,0.010566263797764364
528,experienc,0.004551245602198228
529,experience,0.002694202699540165
530,experiences,0.002026478437260784
531,experimant,0.00263195235237224
532,experiment,0.010134854075210463
533,experimented,0.0024489944901713284
534,expert,0.012257427288684642
535,explicit,0.0020756526672634688
536,explor,0.011150900177863878
537,exploratori,0.0015074645314104927
538,exponenti,0.0015911776252874427
539,expos,0.0022005732065712835
540,extend,0.002842581620944405
541,extract,0.002820017165383812
542,extracted,0.0015074645314104927
543,extrem,0.0018265974932278
544,fac,0.0018301106971463307
545,face,0.006556306329175984
546,facial,0.0035157747481426556
547,facil,0.002927595626689966
548,facilit,0.008392894214270325
549,facilities,0.0012380046455920223
550,facility,0.001071797419626948
551,fact,0.0016380187331701379
552,factor,0.014320522306756218
553,factors,0.0028817645203736307
554,fail,0.001399716237746947
555,fake,0.0024497751144782914
556,fals,0.0022005732065712835
557,famili,0.002575316311600844
558,familiar,0.0015402894403827327
559,fast,0.0016380187331701379
560,faster,0.002291478692065184
561,favour,0.002109591817721186
562,feasibility,0.0022412534040214386
563,featur,0.006152038283536553
564,feedback,0.008375985941847956
565,feel,0.0065974402737637265
566,feelings,0.0024497751144782914
567,femal,0.002709850424850391
568,field,0.009057434308818222
569,fields,0.002704789805554859
570,file,0.0020197204254077832
571,filipino,0.0018265974932278
572,filter,0.004205503540768548
573,final,0.003195600031472596
574,finally,0.003134162697938064
575,findings,0.002109591817721186
576,fingerprint,0.0017578873740713278
577,firstly,0.0016380187331701379
578,fix,0.0019822434795850642
579,flexible,0.001071797419626948
580,flip,0.0012006126745503346
581,flows,0.0016380187331701379
582,focus,0.004452455233113697
583,follows,0.0018594029161901574
584,foremost,0.0015911776252874427
585,forest,0.0013634757860846686
586,form,0.0076072063249149665
587,formula,0.002109591817721186
588,foster,0.0018265974932278
589,fourth,0.0024288661613840017
590,framework,0.010937583234617191
591,fraudster,0.0024497751144782914
592,fraudsters,0.0024497751144782914
593,frequent,0.0009082563999608328
594,fulfil,0.004141447293850351
595,fun,0.002109591817721186
596,function,0.0026211391549708918
597,functional,0.0015402894403827327
598,fund,0.0012380046455920223
599,furthermore,0.0056200696297863915
600,futur,0.005738854921919092
601,future,0.003071059235171058
602,fuzzi,0.0025811339400635086
603,gadget,0.001399716237746947
604,gain,0.001399716237746947
605,game,0.019243997193053704
606,gamif,0.005842692167468669
607,gamifi,0.0019475640558228896
608,gather,0.0064259089467481045
609,gay,0.002026478437260784
610,gender,0.0031627284928688044
611,gener,0.0024288661613840017
612,general,0.0042716151567525696
613,generat,0.007542691839673476
614,geometr,0.006029858125641971
615,geometri,0.0015074645314104927
616,geometry,0.0015074645314104927
617,given,0.008549350490970904
618,global,0.0016380187331701379
619,globally,0.002026478437260784
620,goal,0.001671458313794961
621,good,0.007102406158133372
622,googl,0.004544399327982337
623,govern,0.0032065119960313386
624,grade,0.006475430875319836
625,graphics,0.0019475640558228896
626,great,0.002747150169006029
627,ground,0.0018265974932278
628,group,0.011081212554006615
629,grow,0.0034432477197242676
630,growth,0.0015402894403827327
631,guidance,0.0018594029161901574
632,haaga,0.0013634757860846686
633,hacker,0.0021694447720089125
634,halal,0.0038951281116457793
635,halt,0.0018301106971463307
636,hand,0.0028770834240051143
637,hannafin,0.0021654699552096372
638,happi,0.0019485837543622676
639,harm,0.0022005732065712835
640,head,0.0024684693676804074
641,health,0.002575316311600844
642,healthy,0.0015402894403827327
643,heart,0.0024288661613840017
644,heavili,0.003645115216869905
645,hedon,0.0034311518658257335
646,helia,0.0013634757860846686
647,help,0.011428112517009726
648,hi,0.011097974602641432
649,hidden,0.0017659486880005112
650,hierarch,0.0018301106971463307
651,high,0.017688380161057057
652,higher,0.008435192590166904
653,highlight,0.0026540028610946595
654,history,0.001071797419626948
655,hold,0.002026478437260784
656,home,0.019142762712728807
657,homeowners,0.0017578873740713278
658,homes,0.0018301106971463307
659,hour,0.0018301106971463307
660,hours,0.002291478692065184
661,huge,0.001071797419626948
662,human,0.005576903344175118
663,hundr,0.0018301106971463307
664,i3dgm,0.004522393594231478
665,ict,0.0074280278735521345
666,ideal,0.0018594029161901574
667,identifi,0.005725415041225468
668,imag,0.0019475640558228896
669,impact,0.016286662604013565
670,implement,0.014272703498647394
671,implementation,0.0017659486880005112
672,impli,0.002026478437260784
673,implic,0.004159908897458545
674,import,0.013479831922734498
675,important,0.0012380046455920223
676,impos,0.0018301106971463307
677,impress,0.0012006126745503346
678,improv,0.013534418744688193
679,improvement,0.001399716237746947
680,inattentive,0.001399716237746947
681,incidentally,0.002694202699540165
682,includ,0.009760351315298786
683,incom,0.0011866362709169395
684,incorpor,0.002694202699540165
685,increas,0.014637637159503832
686,incurs,0.0024684693676804074
687,independ,0.004447763970660853
688,independently,0.0018265974932278
689,indic,0.009865236726074695
690,indicators,0.001399716237746947
691,individu,0.003899933828346598
692,individualized,0.0020197204254077832
693,indonesia,0.004627639366396091
694,indramayu,0.0015074645314104927
695,industry,0.00412863415248583
696,influenc,0.010318480618582686
697,influence,0.0018301106971463307
698,infograph,0.0020197204254077832
699,inform,0.02450863987912264
700,information,0.001071797419626948
701,infrastructur,0.001399716237746947
702,infrastructure,0.0024684693676804074
703,initi,0.005649858197810718
704,innov,0.005841061382901216
705,insecur,0.0024497751144782914
706,instal,0.006886953825535563
707,institut,0.007466890505166371
708,institutions,0.0018594029161901574
709,instruct,0.004666999195920101
710,instructor,0.004582957384130368
711,insuffici,0.0011866362709169395
712,integr,0.011931884989465305
713,integrated,0.0034935505138886966
714,intellig,0.004868959568175426
715,intend,0.0018265974932278
716,intens,0.003373447163919031
717,intent,0.003884885614659912
718,interact,0.013249490193061514
719,interaction,0.002709850424850391
720,interests,0.0020197204254077832
721,interfac,0.003248889038514052
722,internet,0.0118950048946544
723,interpret,0.0028445914356016334
724,intervention,0.0016380187331701379
725,interview,0.0015074645314104927
726,introduc,0.0058674598155393715
727,introduct,0.001071797419626948
728,investig,0.011605203191513844
729,investigation,0.002347246366615548
730,involv,0.004121854445401352
731,io,0.001671458313794961
732,ios,0.0009082563999608328
733,iot,0.03167101323176626
734,irrespons,0.001399716237746947
735,irt,0.0020756526672634688
736,islam,0.0011866362709169395
737,islamic,0.0011866362709169395
738,isol,0.0017816959143628283
739,issu,0.0025590017344058113
740,issue,0.0022005732065712835
741,item,0.005020019849139284
742,items,0.004493641800023376
743,izakat,0.0035599088127508186
744,japan,0.0019475640558228896
745,japanes,0.005842692167468669
746,job,0.0020756526672634688
747,jobs,0.0021694447720089125
748,johor,0.0016872742170661928
749,junior,0.0015074645314104927
750,justifi,0.004032052196496991
751,kappa,0.0013634757860846686
752,kazakh,0.0034935505138886966
753,kedah,0.0035599088127508186
754,keen,0.0024497751144782914
755,kept,0.0015402894403827327
756,key,0.006144991442185622
757,keystream,0.0024288661613840017
758,kingdom,0.0021694447720089125
759,knime,0.0013634757860846686
760,know,0.002842581620944405
761,knowledg,0.007924772468972129
762,knowledge,0.00502678191755858
763,known,0.005113275730562054
764,kosygina,0.001399716237746947
765,kuban,0.001399716237746947
766,la,0.0013634757860846686
767,lack,0.004888144434678993
768,languag,0.010131170269879081
769,language,0.0028479494046541615
770,larg,0.0022005732065712835
771,latent,0.0041513053345269375
772,later,0.0020197204254077832
773,lay,0.0015911776252874427
774,layer,0.0015911776252874427
775,lead,0.004257637657151397
776,leadership,0.004952018582368089
777,leaking,0.0012905669700317543
778,learn,0.09808852769498078
779,learned,0.002109591817721186
780,learner,0.01447777324716637
781,learners,0.005450031275242374
782,learnersâ,0.004077934484131328
783,learnerâ,0.007607713329304691
784,learning,0.016044907701671017
785,lectur,0.006963125039032826
786,lecture,0.0020197204254077832
787,led,0.0018265974932278
788,length,0.004857732322768003
789,lesson,0.0033523895455245725
790,lessons,0.001399716237746947
791,level,0.019943513760907486
792,leverag,0.0024684693676804074
793,life,0.00954076258770667
794,lifestyle,0.0015402894403827327
795,lightweight,0.0016380187331701379
796,like,0.005331863856299829
797,likert,0.0054486948838722675
798,limit,0.005944371325831787
799,limitations,0.0017578873740713278
800,link,0.004058856834666864
801,literacy,0.0012006126745503346
802,literatur,0.0039243075070314
803,lives,0.0022412534040214386
804,lms,0.002709850424850391
805,locat,0.0019822434795850642
806,location,0.004496143497995725
807,locomotor,0.0036531949864556
808,logic,0.0018594029161901574
809,logist,0.0020756526672634688
810,long,0.004368052788139274
811,look,0.0020756526672634688
812,loop,0.003008098303758642
813,lot,0.0034182924353285613
814,low,0.003442798684115841
815,lte,0.004857732322768003
816,lunar,0.0011866362709169395
817,machin,0.005491886232764994
818,main,0.005228345197052162
819,maintain,0.0015402894403827327
820,mainten,0.007904476242507116
821,major,0.006351611871779121
822,make,0.011653274956013045
823,malaysia,0.008639356115798507
824,malaysian,0.0037140139367760673
825,male,0.005419700849700782
826,malici,0.005162267880127017
827,malwar,0.0012905669700317543
828,manag,0.022582803192691993
829,management,0.00816092208124742
830,managers,0.0027314564081546994
831,mandatori,0.0011866362709169395
832,mani,0.009576306006350607
833,manipul,0.0024497751144782914
834,manner,0.0016380187331701379
835,manufacturer,0.001071797419626948
836,march,0.0017155759329128667
837,market,0.007743401820190525
838,massages,0.0022005732065712835
839,massiv,0.0022005732065712835
840,master,0.0018265974932278
841,match,0.003899933828346598
842,materi,0.008586112670872077
843,material,0.0019822434795850642
844,materials,0.005353389726013225
845,mathemat,0.006723760212064316
846,matrix,0.0024808403378987383
847,matter,0.002694202699540165
848,mavbt,0.004582957384130368
849,mct,0.0073063899729112
850,meaning,0.0018594029161901574
851,measur,0.012581801816416141
852,measurement,0.003647814445096848
853,measurements,0.001671458313794961
854,mechan,0.003958710154436981
855,mechanism,0.0016380187331701379
856,media,0.032583889312378475
857,medic,0.001399716237746947
858,medicin,0.0016380187331701379
859,medicine,0.0034935505138886966
860,meet,0.008140877177811399
861,memrg,0.011280068661535247
862,mention,0.001399716237746947
863,mentor,0.001671458313794961
864,merit,0.0009082563999608328
865,messag,0.01298840257664038
866,messages,0.00660171961971385
867,metavers,0.008438367270884744
868,method,0.015210753507824264
869,methodolog,0.009156442309017833
870,methods,0.004926137660064558
871,microb,0.008436371085330963
872,microorgan,0.0016872742170661928
873,minim,0.004914056199510414
874,minimum,0.002291478692065184
875,ministri,0.0017155759329128667
876,mix,0.002820017165383812
877,mixed,0.0018265974932278
878,mjhg,0.005842692167468669
879,mme,0.0024288661613840017
880,mobil,0.07223282938812489
881,mobiles,0.002842581620944405
882,mode,0.001399716237746947
883,model,0.030878198047078902
884,moderated,0.0009082563999608328
885,modern,0.0037479914833867542
886,modifi,0.001071797419626948
887,modul,0.004594911705872184
888,modular,0.0024684693676804074
889,modules,0.0024489944901713284
890,moment,0.00396361272202147
891,monitor,0.0024808403378987383
892,moscow,0.001399716237746947
893,motherboard,0.002694202699540165
894,motiv,0.009830987407925054
895,motivation,0.005450031275242374
896,movement,0.0018265974932278
897,multi,0.006482810917843713
898,multilingu,0.0034935505138886966
899,multimedia,0.003975990884098291
900,multipl,0.002252877438999224
901,mushra,0.0017659486880005112
902,muslim,0.010649412554425745
903,muslims,0.0011866362709169395
904,nation,0.003616964477885887
905,nations,0.0018301106971463307
906,navig,0.0024896718836411756
907,nearest,0.0019822434795850642
908,necess,0.0019485837543622676
909,necessari,0.002600907645556224
910,need,0.009601679537646853
911,needs,0.00686477072436542
912,negat,0.0032558915936117755
913,neighbour,0.0019822434795850642
914,nets,0.0015074645314104927
915,network,0.009578083718849165
916,networks,0.00676603558321979
917,new,0.020431230923728075
918,node,0.009033968790222282
919,nodemcu,0.002575316311600844
920,nodes,0.0012905669700317543
921,non,0.005694160257013621
922,normal,0.0018301106971463307
923,note,0.004655016961233452
924,notif,0.002709850424850391
925,novel,0.006347377216608271
926,nowaday,0.0036544017527116316
927,nowadays,0.0021694447720089125
928,number,0.01111469226454447
929,numer,0.0015911776252874427
930,object,0.013069846791072079
931,observ,0.0015074645314104927
932,obtain,0.005131301332547536
933,occur,0.0020756526672634688
934,offer,0.002352627031642902
935,offic,0.002291478692065184
936,old,0.0028172883727732093
937,olymp,0.0019475640558228896
938,onli,0.005898292698669947
939,onlin,0.025924055233443537
940,ontolog,0.00263195235237224
941,open,0.009391908787481768
942,oper,0.0033775101861721456
943,operations,0.001071797419626948
944,operator,0.0017659486880005112
945,opportun,0.006628406710999809
946,opportunity,0.002842581620944405
947,opt,0.003008098303758642
